2114,1607
1670,1744
1405,1847
1200,1911
1060,1947
1017,1964
1087,1967
1238,1941
1478,1898
1783,1831
2065,1771
2320,1722
2498,1687
2566,1643
1238,2016
2071,1767
2163,1776
1312,1954
2631,1785
989,2043
2595,1775
1134,2023
2151,1755
1936,1872
1385,2075
2511,1817
958,2200
2549,1871
1019,2164
2160,1892
1747,1967
1509,1981
2493,1815
1055,2009
2614,1721
1423,2000
2212,1754
2267,1779
1365,1874
2643,1783
1043,2047
2542,1757
1527,1922
2062,1776
2354,1776
1235,1989
2608,1825
1040,2159
2330,1766
1674,1955
1689,1943
2485,1835
1207,2067
2603,1797
1119,2106
2258,1823
1825,1969
1523,1887
2509,1803
1056,2165
2597,1786
1406,2096
2158,1809
2241,1989
1346,1947
2576,1844
955,2146
2639,1766
1221,2121
2224,1824
2146,2007
1563,2096
2667,1829
994,2112
2640,1785
1153,1985
2315,1797
2032,2013
1629,1905
2587,1685
1227,1835
2303,2225
525,3503
2223,2374
2042,2002
1949,1595
2577,1622
1136,2011
2609,1734
1132,2066
2123,1799
1997,1906
1330,1905
2589,1744
1059,2087
2513,1761
1521,2034
2044,1840
2081,1907
1236,2203
2575,1778
963,2157
2526,1890
1326,2128
2112,1885
2259,1905
1328,2074
2639,1699
1052,2003
2576,1752
1606,1968
2055,1775
2382,1801
1271,2055
2672,1770
1093,2034
2373,1763
1729,1975
1635,1850
2465,1742
1098,1999
2702,1743
1023,2114
2274,1767
1909,1879
1488,1916
2577,1827
959,2096
2707,1779
1186,2160
2368,1755
1741,2032
1692,1901
2485,1840
1122,2155
2657,1808
1316,2078
2294,1829
2163,1925
1526,1931
2685,1765
1008,2131
2496,1792
1472,2112
2176,1853
2273,1861
1338,1962
2713,1762
1042,2119
2442,1808
1601,2047
1814,1936
2410,1819
1104,2045
2639,1778
1005,2085
2353,1858
1712,2032
1706,1982
2481,1835
1049,2135
2634,1725
1282,2019
2268,1775
2142,1866
1463,1728
2870,1495
743,2378
1813,2960
1008,2771
2466,1803
2209,1646
1661,1648
2608,1630
976,1922
2667,1666
1091,2026
2370,1679
1878,1846
1733,1739
2529,1712
983,1958
2705,1695
927,2055
2433,1805
1365,2013
1838,1859
2234,1872
1248,2031
2587,1840
944,2186
2480,1807
1234,1994
2000,1706
2171,1795
1216,2041
2657,1693
935,2017
2656,1697
1182,2035
2163,1671
2060,1835
1264,1901
2669,1703
995,2121
2649,1702
1330,2022
2215,1769
1956,1825
1387,1895
2558,1723
997,2096
2645,1686
1214,2021
2293,1738
2101,1866
1535,1964
2688,1744
958,2075
2702,1782
1110,2039
2401,1723
1978,1961
1741,1940
2594,1854
1087,2160
2608,1758
1191,2001
2140,1780
2122,1919
1497,1981
2573,1869
1020,2265
2544,1883
1393,2042
1991,1870
2271,1916
1157,2077
2694,1817
1071,2106
2486,1770
1813,1918
1915,1729
2594,1650
640,2654
1936,3155
815,2592
2893,1813
1567,1853
2307,1563
2303,1700
1453,1911
2652,1727
1015,2098
2599,1728
1517,1968
2169,1809
2375,1825
1262,1981
2690,1730
1020,2119
2368,1801
1623,2096
1680,1979
2382,1954
1139,2118
2650,1883
1011,2192
2288,1808
1813,2007
1595,1917
2544,1793
1017,2064
2672,1792
1381,2010
2243,1776
2007,1857
1424,2003
2643,1842
961,2095
2733,1727
1278,2042
2304,1759
2134,1872
1552,1949
2661,1815
1023,2177
2675,1855
1363,2046
2257,1740
2286,1856
1392,2016
2710,1846
979,2160
2619,1907
1297,2115
2130,1801
2167,1937
1559,1984
2739,1837
1099,2106
2579,1821
1314,2111
2019,1888
2294,1872
1191,2113
2718,1770
1056,2165
2496,1759
1790,2070
