1,4095
2,4095
3,4095
4,4095
5,4095
6,4095
7,4095
8,4095
9,4095
10,4095
11,4095
12,4095
13,4095
14,4095
15,4095
16,4095
17,4095
18,4095
19,4095
20,4095
21,4095
22,4095
23,4095
24,4095
25,4095
26,4095
27,4095
28,4095
29,4095
30,4095
31,3927
32,3851
33,3781
34,3733
35,3664
36,3600
37,3536
38,3472
39,3417
40,3362
41,3307
42,3249
43,3202
44,2597
45,2582
46,2576
47,2577
48,2592
49,2619
50,2659
51,2704
52,2768
53,2837
54,2915
55,3007
56,3120
57,4095
58,4095
59,4095
60,4095
61,4095
62,4095
63,4095
64,4095
65,4095
66,4095
67,4095
68,4095
69,4095
70,4095
71,4095
72,4095
73,4095
74,4095
75,4095
76,4095
77,4095
78,4095
79,4095
80,4095
81,4095
82,4095
83,4095
84,4095
85,4095
86,4095
87,4095
88,4074
89,3999
90,3935
91,3871
92,3799
93,3737
94,3671
95,3607
96,3543
97,2805
98,2769
99,2736
100,2704
101,2669
102,2639
103,2619
104,2608
105,2608
106,2625
107,2656
108,2704
109,2748
110,4095
111,4095
112,4095
113,4095
114,4095
115,4095
116,4095
117,4095
118,4095
119,4095
120,4095
121,4095
122,4095
123,4095
124,4095
125,4095
126,4095
127,4095
128,4095
129,4095
130,4095
131,4095
132,4095
133,4095
134,4095
135,4095
136,4095
137,4095
138,4095
139,4095
140,4095
141,4095
142,4095
143,4095
144,4095
145,3270
146,3217
147,3163
148,3120
149,3071
150,3024
151,2979
152,2939
153,2903
154,2864
155,2822
156,2793
157,3085
158,3200
159,3329
160,3479
161,3662
162,3866
163,4093
164,4095
165,4095
166,4095
167,4095
168,4095
169,4095
170,4095
171,4095
172,4095
173,4095
174,4095
175,4095
176,4095
177,4095
178,4095
179,4095
180,4095
181,4095
182,4095
183,4095
184,4095
185,4095
186,4095
187,4095
188,4095
189,4095
190,4095
191,4095
192,4095
193,3475
194,3412
195,3351
196,3309
197,3253
198,3201
199,3152
200,3107
201,3056
202,3015
203,2970
204,2930
205,2623
206,2677
207,2746
208,2816
209,2897
210,2993
211,3106
212,3230
213,3375
214,3527
215,3707
216,3934
217,4095
218,4095
219,4095
220,4095
221,4095
222,4095
223,4095
224,4095
225,4095
226,4095
227,4095
228,4095
229,4095
230,4095
231,4095
232,4095
233,4095
234,4095
235,4095
236,4095
237,4095
238,4095
239,4095
240,4095
241,3606
242,3536
243,3474
244,3414
245,3365
246,3311
247,3257
248,3205
249,3153
250,3109
251,3058
252,3018
253,2480
254,2475
255,2481
256,2503
257,2506
258,2586
259,2638
260,2703
261,2771
262,2851
263,2944
264,3034
265,4095
266,4095
267,4095
268,4095
269,4095
270,4095
271,4095
272,4095
273,4095
274,4095
275,4095
276,4095
277,4095
278,4095
279,4095
280,4095
281,4095
282,4095
283,4095
284,4095
285,4095
286,4095
287,4095
288,4095
289,3827
290,3760
291,3703
292,3632
293,3569
294,3510
295,3446
296,3393
297,3339
298,3282
299,3233
300,3184
301,2570
302,2538
303,2511
304,2483
305,2465
306,2452
307,2449
308,2459
309,2475
310,2496
311,2530
312,2576
313,4095
314,4095
315,4095
316,4095
317,4095
318,4095
319,4095
320,4095
321,4095
322,4095
323,4095
324,4095
325,4095
326,4095
327,4095
328,4095
329,4095
330,4095
331,4095
332,4095
333,4095
334,4095
335,4095
336,4095
337,3975
338,3899
339,3840
340,3728
341,3709
342,3645
343,3583
344,3531
345,3455
346,3397
347,3344
348,3286
349,2597
350,2555
351,2544
352,2501
353,2479
354,2448
355,2420
356,2397
357,2377
358,2363
359,2361
360,2364
361,3278
362,3397
363,3526
364,3674
365,3833
366,4010
367,4095
368,4095
369,4095
370,4095
371,4095
372,4095
373,4095
374,4095
375,4095
376,4095
377,4095
378,4095
379,4095
380,4095
381,4095
382,4095
383,4095
384,4095
385,4095
386,4035
387,3974
388,3911
389,3840
390,3779
391,3712
392,3646
393,3578
394,3521
395,3463
396,3402
397,2752
398,2715
399,2686
400,2651
401,2623
402,2587
403,2557
404,2526
405,2498
406,2468
407,2448
408,2417
409,3024
410,3138
411,3253
412,3393
413,3545
414,3732
415,3919
416,4095
417,4095
418,4095
419,4095
420,4095
421,4095
422,4095
423,4095
424,4095
425,4095
426,4095
427,4095
428,4095
429,4095
430,4095
431,4095
432,4095
433,4095
434,4095
435,4095
436,4095
437,4095
438,4095
439,4095
440,4075
441,4011
442,3941
443,3882
444,3823
445,2993
446,2946
447,2906
448,2864
449,2832
450,2814
451,2759
452,2726
453,2688
454,2658
455,2629
456,2597
457,2686
458,2768
459,2838
460,2935
461,3038
462,3149
463,3297
464,3424
465,3582
466,3771
467,3967
468,4095
469,4095
470,4095
471,4095
472,4095
473,4095
474,4095
475,4095
476,4095
477,4095
478,4095
479,4095
480,4095
481,4095
482,4095
483,4095
484,4095
485,4095
486,4095
487,4095
488,4095
489,4095
490,4095
491,4095
492,4095
493,3222
494,3170
495,3129
496,3088
497,3031
498,2990
499,2946
500,2910
501,2870
502,2837
503,2800
504,2759
505,2496
506,2529
507,2578
508,2638
509,2704
510,2782
511,2864
512,2949
513,3046
514,3167
515,3289
516,3440
517,4095
518,4095
519,4095
520,4095
521,4095
522,4095
523,4095
524,4095
525,4095
526,4095
527,4095
528,4095
529,4095
530,4095
531,4095
532,4095
533,4095
534,4095
535,4095
536,4095
537,4095
538,4095
539,4095
540,4095
541,3611
542,3541
543,3486
544,3419
545,3369
546,3312
547,3259
548,3205
549,3160
550,3114
551,3065
552,3019
553,2518
554,2501
555,2505
556,2515
557,2544
558,2558
559,2628
560,2675
561,2740
562,2810
563,2887
564,2978
565,4095
566,4095
567,4095
568,4095
569,4095
570,4095
571,4095
572,4095
573,4095
574,4095
575,4095
576,4095
577,4095
578,4095
579,4095
580,4095
581,4095
582,4095
583,4095
584,4095
585,4095
586,4095
587,4095
588,4095
589,3991
590,3930
591,3852
592,3794
593,3729
594,3658
595,3602
596,3536
597,3475
598,3414
599,3361
600,3311
601,2649
602,2619
603,2589
604,2546
605,2526
606,2511
607,2511
608,2516
609,2538
610,2570
611,2606
612,2659
613,4095
614,4095
615,4095
616,4095
617,4095
618,4095
619,4095
620,4095
621,4095
622,4095
623,4095
624,4095
625,4095
626,4095
627,4095
628,4095
629,4095
630,4095
631,4095
632,4095
633,4095
634,4095
635,4095
636,4095
637,4095
638,4095
639,4095
640,4095
641,4034
642,3967
643,3909
644,3841
645,3783
646,3713
647,3653
648,3591
649,2678
650,2643
651,2610
652,2579
653,2547
654,2518
655,2496
656,2468
657,2443
658,2426
659,2418
660,2427
661,3919
662,4095
663,4095
664,4095
665,4095
666,4095
667,4095
668,4095
669,4095
670,4095
671,4095
672,4095
673,4095
674,4095
675,4095
676,4095
677,4095
678,4095
679,4095
680,4095
681,4095
682,4095
683,4095
684,4095
685,4095
686,4095
687,4095
688,4095
689,4077
690,4016
691,3946
692,3879
693,3813
694,3759
695,3692
696,3613
697,2891
698,2853
699,2813
700,2778
701,2743
702,2705
703,2672
704,2640
705,2612
706,2579
707,2547
708,2516
709,3164
710,3286
711,3425
712,3573
713,3760
714,3943
715,4095
716,4095
717,4095
718,4095
719,4095
720,4095
721,4095
722,4095
723,4095
724,4095
725,4095
726,4095
727,4095
728,4095
729,4095
730,4095
731,4095
732,4095
733,4095
734,4095
735,4095
736,4095
737,4095
738,4095
739,4095
740,4095
741,4039
742,3984
743,3919
744,3854
745,3040
746,2995
747,2959
748,2917
749,2894
750,2834
751,2801
752,2768
753,2731
754,2699
755,2666
756,2636
757,2816
758,2896
759,2993
760,3099
761,3162
762,3341
763,3491
764,3665
765,3851
766,4061
767,4095
768,4095
769,4095
770,4095
771,4095
772,4095
773,4095
774,4095
775,4095
776,4095
777,4095
778,4095
